student_id,name,grade,subject,teacher,score,attendance_percentage,exam_date,gpa,status,remarks
2435,Student_1435,12th,History,Teacher_17,42,80,2024-03-01,3.51,Pass,Good
2436,Student_1436,10th,English,Teacher_11,39,96,2024-12-19,3.8,Pass,Good
2437,Student_1437,10th,Biology,Teacher_16,84,65,2024-05-02,3.83,Pass,Poor
2438,Student_1438,9th,History,Teacher_12,38,66,2024-12-08,3.55,Pass,Average
2439,Student_1439,12th,Chemistry,Teacher_15,81,85,2024-12-07,2.46,Fail,Poor
2440,Student_1440,11th,Computer Science,Teacher_23,31,67,2024-11-15,2.05,Fail,Poor
2441,Student_1441,9th,Chemistry,Teacher_4,54,68,2024-01-25,2.77,Pass,Average
2442,Student_1442,10th,Physics,Teacher_27,42,86,2024-02-09,2.28,Pass,Average
2443,Student_1443,12th,Physics,Teacher_18,80,63,2024-07-03,3.42,Fail,Excellent
2444,Student_1444,11th,History,Teacher_21,87,80,2024-05-18,3.32,Pass,Poor
2445,Student_1445,11th,Computer Science,Teacher_28,63,90,2024-03-19,2.09,Fail,Average
2446,Student_1446,9th,Mathematics,Teacher_3,64,80,2024-10-30,3.67,Pass,Good
2447,Student_1447,12th,Chemistry,Teacher_22,32,99,2024-04-29,2.5,Pass,Excellent
2448,Student_1448,12th,Mathematics,Teacher_8,88,84,2024-02-19,2.86,Pass,Poor
2449,Student_1449,10th,Computer Science,Teacher_23,99,98,2024-10-24,3.34,Pass,Average
2450,Student_1450,12th,Mathematics,Teacher_3,77,74,2024-04-30,2.86,Pass,Excellent
2451,Student_1451,12th,Computer Science,Teacher_8,93,94,2024-11-10,2.88,Pass,Excellent
2452,Student_1452,9th,History,Teacher_18,48,96,2024-05-04,2.13,Pass,Good
2453,Student_1453,12th,Mathematics,Teacher_10,96,87,2024-05-13,2.8,Fail,Excellent
2454,Student_1454,11th,Chemistry,Teacher_25,34,73,2024-07-01,3.53,Pass,Poor
2455,Student_1455,9th,English,Teacher_20,96,63,2024-03-30,3.83,Pass,Average
2456,Student_1456,9th,Physics,Teacher_17,40,79,2024-11-15,2.83,Pass,Excellent
2457,Student_1457,10th,English,Teacher_8,97,93,2024-01-16,2.85,Pass,Excellent
2458,Student_1458,12th,Mathematics,Teacher_23,98,71,2024-06-04,3.41,Pass,Poor
2459,Student_1459,10th,English,Teacher_11,30,92,2024-03-29,3.89,Pass,Good
2460,Student_1460,11th,Chemistry,Teacher_29,92,83,2024-03-21,2.53,Pass,Good
2461,Student_1461,9th,Chemistry,Teacher_5,58,79,2024-10-17,2.88,Pass,Average
2462,Student_1462,9th,Mathematics,Teacher_26,41,64,2024-05-22,3.59,Pass,Poor
2463,Student_1463,9th,History,Teacher_13,70,97,2024-04-13,3.22,Pass,Good
2464,Student_1464,11th,English,Teacher_21,31,89,2024-03-11,2.22,Pass,Average
2465,Student_1465,11th,History,Teacher_23,66,83,2024-12-18,3.26,Fail,Average
2466,Student_1466,10th,History,Teacher_5,74,99,2024-01-28,2.37,Fail,Good
2467,Student_1467,10th,Computer Science,Teacher_24,77,66,2024-03-22,3.02,Fail,Poor
2468,Student_1468,10th,Science,Teacher_27,53,95,2024-01-22,3.06,Fail,Excellent
2469,Student_1469,12th,Mathematics,Teacher_13,51,97,2024-07-16,3.75,Pass,Good
2470,Student_1470,9th,Physics,Teacher_6,40,75,2024-05-15,2.92,Pass,Excellent
2471,Student_1471,9th,Chemistry,Teacher_29,87,74,2024-11-11,2.56,Pass,Excellent
2472,Student_1472,10th,Chemistry,Teacher_5,75,82,2024-06-28,2.46,Pass,Poor
2473,Student_1473,9th,Mathematics,Teacher_9,58,71,2024-01-23,3.75,Fail,Poor
2474,Student_1474,10th,Computer Science,Teacher_27,64,88,2024-04-13,2.34,Fail,Average
2475,Student_1475,12th,Biology,Teacher_16,44,74,2024-05-29,2.85,Pass,Poor
2476,Student_1476,12th,Biology,Teacher_2,89,88,2024-02-10,2.37,Pass,Average
2477,Student_1477,11th,Biology,Teacher_1,71,80,2024-03-19,3.55,Pass,Good
2478,Student_1478,12th,Computer Science,Teacher_8,72,74,2024-08-17,2.95,Pass,Excellent
2479,Student_1479,10th,Physics,Teacher_28,78,73,2024-10-10,2.7,Pass,Poor
2480,Student_1480,12th,Chemistry,Teacher_19,93,75,2024-03-13,2.72,Pass,Good
2481,Student_1481,11th,Mathematics,Teacher_30,61,74,2024-02-16,3.7,Fail,Average
2482,Student_1482,9th,Computer Science,Teacher_11,93,63,2024-09-14,3.11,Pass,Poor
2483,Student_1483,10th,Chemistry,Teacher_28,31,86,2024-08-31,3.44,Fail,Excellent
2484,Student_1484,9th,History,Teacher_12,53,82,2024-07-18,3.79,Pass,Good
2485,Student_1485,11th,English,Teacher_12,95,88,2024-10-03,3.8,Pass,Poor
2486,Student_1486,11th,English,Teacher_7,67,68,2024-11-13,2.66,Pass,Poor
2487,Student_1487,11th,Computer Science,Teacher_26,60,66,2024-03-10,3.9,Fail,Good
2488,Student_1488,9th,Chemistry,Teacher_13,55,63,2024-09-02,2.05,Pass,Average
2489,Student_1489,9th,Science,Teacher_27,58,64,2024-09-28,2.75,Fail,Average
2490,Student_1490,9th,Physics,Teacher_8,96,64,2024-05-07,3.79,Pass,Poor
2491,Student_1491,9th,Biology,Teacher_29,54,70,2024-11-24,2.55,Pass,Average
2492,Student_1492,11th,Physics,Teacher_29,77,87,2024-02-06,2.55,Pass,Average
2493,Student_1493,11th,Physics,Teacher_22,94,75,2024-12-17,2.61,Pass,Good
2494,Student_1494,10th,Computer Science,Teacher_28,82,89,2024-10-07,3.22,Pass,Average
2495,Student_1495,10th,History,Teacher_26,96,63,2024-06-17,2.88,Pass,Average
2496,Student_1496,9th,Physics,Teacher_30,47,61,2024-09-05,3.45,Pass,Good
2497,Student_1497,12th,English,Teacher_9,38,62,2024-12-09,3.79,Pass,Poor
2498,Student_1498,12th,History,Teacher_7,67,80,2024-01-30,3.35,Fail,Poor
2499,Student_1499,11th,Mathematics,Teacher_26,50,65,2024-02-15,2.41,Pass,Good
2500,Student_1500,11th,Physics,Teacher_21,94,77,2024-09-16,3.87,Fail,Excellent
2501,Student_1501,11th,Physics,Teacher_24,50,64,2024-08-07,2.53,Pass,Good
2502,Student_1502,10th,Mathematics,Teacher_15,56,68,2024-08-20,2.3,Pass,Excellent
2503,Student_1503,10th,Physics,Teacher_2,99,79,2024-12-31,2.18,Pass,Average
2504,Student_1504,11th,Mathematics,Teacher_23,73,87,2024-03-10,3.13,Pass,Poor
2505,Student_1505,11th,History,Teacher_20,57,85,2024-09-22,2.23,Pass,Excellent
2506,Student_1506,11th,English,Teacher_25,74,77,2025-01-13,2.28,Pass,Excellent
2507,Student_1507,12th,Mathematics,Teacher_12,46,78,2024-08-29,2.6,Pass,Average
2508,Student_1508,10th,Science,Teacher_1,69,62,2024-02-21,2.56,Pass,Poor
2509,Student_1509,12th,Computer Science,Teacher_23,32,68,2024-02-25,3.21,Pass,Average
2510,Student_1510,12th,Computer Science,Teacher_22,95,95,2024-06-27,3.63,Pass,Poor
2511,Student_1511,11th,Mathematics,Teacher_8,75,90,2024-11-21,3.52,Pass,Poor
2512,Student_1512,11th,Computer Science,Teacher_5,59,76,2024-03-30,2.52,Fail,Average
2513,Student_1513,9th,Physics,Teacher_15,98,82,2024-02-17,2.49,Pass,Excellent
2514,Student_1514,9th,Biology,Teacher_1,38,93,2024-03-19,3.93,Pass,Good
2515,Student_1515,12th,Biology,Teacher_1,40,64,2024-06-03,2.02,Pass,Poor
2516,Student_1516,10th,Computer Science,Teacher_25,98,74,2024-11-29,3.76,Pass,Poor
2517,Student_1517,11th,History,Teacher_10,95,62,2024-12-04,2.4,Pass,Good
2518,Student_1518,11th,Chemistry,Teacher_22,60,78,2024-11-09,3.89,Pass,Good
2519,Student_1519,12th,History,Teacher_10,62,87,2024-10-21,2.68,Fail,Average
2520,Student_1520,9th,Chemistry,Teacher_21,68,62,2025-01-13,2.88,Pass,Poor
2521,Student_1521,10th,Biology,Teacher_15,75,97,2024-06-29,3.41,Pass,Average
2522,Student_1522,9th,Biology,Teacher_17,66,63,2024-07-28,3.18,Pass,Good
2523,Student_1523,9th,Mathematics,Teacher_22,89,83,2024-11-15,2.64,Pass,Average
2524,Student_1524,9th,English,Teacher_6,60,90,2024-10-12,3.11,Pass,Poor
2525,Student_1525,9th,Science,Teacher_3,40,70,2024-06-13,3.46,Pass,Excellent
2526,Student_1526,11th,History,Teacher_13,31,96,2024-09-03,2.08,Pass,Excellent
2527,Student_1527,11th,Physics,Teacher_16,56,60,2024-09-29,2.02,Pass,Poor
2528,Student_1528,9th,Chemistry,Teacher_8,31,68,2024-11-19,2.92,Pass,Average
2529,Student_1529,10th,Computer Science,Teacher_30,50,76,2024-08-22,2.26,Pass,Good
2530,Student_1530,12th,Physics,Teacher_15,87,60,2024-03-05,3.33,Pass,Good
2531,Student_1531,10th,English,Teacher_17,34,62,2025-01-08,2.43,Pass,Excellent
2532,Student_1532,10th,Chemistry,Teacher_17,81,85,2024-03-13,2.87,Pass,Average
2533,Student_1533,10th,History,Teacher_22,74,90,2024-12-15,2.4,Pass,Good
2534,Student_1534,9th,Mathematics,Teacher_26,49,85,2024-12-13,3.1,Pass,Good
2535,Student_1535,11th,Physics,Teacher_13,90,82,2024-10-23,2.23,Pass,Poor
2536,Student_1536,10th,English,Teacher_17,67,89,2024-05-04,2.05,Pass,Average
2537,Student_1537,9th,History,Teacher_6,49,69,2024-08-22,2.1,Pass,Average
2538,Student_1538,10th,Biology,Teacher_17,54,67,2024-09-02,3.91,Pass,Good
2539,Student_1539,10th,Biology,Teacher_16,31,84,2024-05-10,2.28,Pass,Average
2540,Student_1540,9th,History,Teacher_14,61,81,2024-08-13,3.42,Pass,Average
2541,Student_1541,11th,History,Teacher_13,55,74,2024-07-06,2.14,Pass,Average
2542,Student_1542,11th,History,Teacher_6,99,69,2024-09-03,2.22,Pass,Poor
2543,Student_1543,12th,Chemistry,Teacher_3,70,79,2024-08-06,3.02,Pass,Good
2544,Student_1544,9th,History,Teacher_14,96,82,2024-08-14,2.93,Pass,Excellent
2545,Student_1545,12th,Physics,Teacher_14,30,60,2024-03-03,3.9,Pass,Average
2546,Student_1546,12th,English,Teacher_15,80,61,2024-06-23,3.89,Pass,Good
2547,Student_1547,12th,Chemistry,Teacher_8,34,78,2024-08-20,3.56,Pass,Excellent
2548,Student_1548,11th,History,Teacher_29,42,73,2024-06-23,3.2,Pass,Poor
2549,Student_1549,9th,Science,Teacher_15,48,67,2024-12-20,2.91,Pass,Good
2550,Student_1550,12th,Computer Science,Teacher_22,41,97,2024-05-24,2.71,Fail,Poor
2551,Student_1551,9th,Science,Teacher_29,77,71,2024-07-24,3.89,Pass,Good
2552,Student_1552,9th,English,Teacher_27,54,85,2024-04-02,3.21,Pass,Poor
2553,Student_1553,11th,Biology,Teacher_13,86,86,2024-12-31,3.16,Pass,Good
2554,Student_1554,12th,Mathematics,Teacher_17,64,88,2024-09-13,2.46,Pass,Poor
2555,Student_1555,12th,Mathematics,Teacher_21,34,74,2024-02-18,2.09,Pass,Excellent
2556,Student_1556,9th,Computer Science,Teacher_24,51,60,2024-03-01,3.89,Fail,Good
2557,Student_1557,10th,Biology,Teacher_3,86,87,2024-02-27,2.63,Fail,Excellent
2558,Student_1558,11th,Chemistry,Teacher_28,76,62,2024-03-02,2.89,Pass,Average
2559,Student_1559,11th,Chemistry,Teacher_6,83,77,2024-08-23,2.23,Pass,Excellent
2560,Student_1560,11th,Chemistry,Teacher_5,32,93,2024-03-04,3.67,Pass,Good
2561,Student_1561,11th,Mathematics,Teacher_22,82,91,2024-07-23,2.06,Pass,Excellent
2562,Student_1562,12th,Science,Teacher_26,60,88,2024-03-21,3.67,Pass,Good
2563,Student_1563,12th,Mathematics,Teacher_17,98,84,2024-10-25,2.28,Pass,Poor
2564,Student_1564,10th,Physics,Teacher_23,62,85,2024-02-14,3.77,Pass,Average
2565,Student_1565,11th,History,Teacher_25,79,98,2024-11-10,3.46,Pass,Excellent
2566,Student_1566,11th,Chemistry,Teacher_2,45,67,2024-10-28,2.33,Pass,Average
2567,Student_1567,9th,Science,Teacher_26,68,78,2024-10-28,3.13,Fail,Excellent
2568,Student_1568,12th,English,Teacher_15,75,81,2024-07-01,2.63,Pass,Good
2569,Student_1569,11th,Computer Science,Teacher_5,76,88,2024-12-23,2.36,Fail,Excellent
2570,Student_1570,10th,English,Teacher_26,73,92,2024-03-17,3.72,Pass,Average
2571,Student_1571,10th,History,Teacher_20,38,97,2024-08-12,2.81,Pass,Excellent
2572,Student_1572,12th,Science,Teacher_6,79,94,2024-07-14,2.8,Pass,Average
2573,Student_1573,10th,Mathematics,Teacher_6,89,62,2024-12-20,2.34,Pass,Average
2574,Student_1574,10th,Mathematics,Teacher_27,44,78,2024-08-18,2.77,Pass,Good
2575,Student_1575,12th,Physics,Teacher_18,65,69,2024-02-10,3.74,Fail,Poor
2576,Student_1576,11th,Physics,Teacher_18,92,86,2024-06-10,2.73,Fail,Poor
2577,Student_1577,11th,Mathematics,Teacher_4,98,74,2024-11-17,3.9,Pass,Excellent
2578,Student_1578,10th,English,Teacher_17,70,70,2024-06-22,3.89,Pass,Average
2579,Student_1579,10th,Computer Science,Teacher_25,53,85,2024-07-13,2.29,Pass,Good
2580,Student_1580,11th,Chemistry,Teacher_14,78,83,2024-03-08,2.35,Pass,Poor
2581,Student_1581,12th,English,Teacher_14,47,72,2024-11-05,3.73,Pass,Good
2582,Student_1582,10th,Computer Science,Teacher_13,36,91,2024-09-30,2.79,Pass,Good
2583,Student_1583,9th,Physics,Teacher_7,33,96,2024-05-02,2.01,Pass,Average
2584,Student_1584,12th,History,Teacher_12,98,63,2024-04-03,2.55,Pass,Excellent
2585,Student_1585,10th,Computer Science,Teacher_23,89,72,2024-12-16,3.2,Pass,Average
2586,Student_1586,10th,Mathematics,Teacher_15,84,68,2024-09-17,3.6,Pass,Poor
2587,Student_1587,9th,Physics,Teacher_19,45,93,2024-05-08,2.27,Pass,Poor
2588,Student_1588,9th,Physics,Teacher_11,58,96,2024-03-10,2.22,Fail,Good
2589,Student_1589,11th,Chemistry,Teacher_15,52,66,2024-07-12,3.84,Pass,Average
2590,Student_1590,12th,Mathematics,Teacher_12,43,60,2024-10-25,3.5,Fail,Average
2591,Student_1591,12th,Chemistry,Teacher_3,78,71,2024-07-21,3.18,Pass,Good
2592,Student_1592,11th,Mathematics,Teacher_17,62,80,2024-03-13,3.54,Fail,Excellent
2593,Student_1593,12th,Chemistry,Teacher_3,54,70,2024-06-05,2.86,Pass,Good
2594,Student_1594,12th,Computer Science,Teacher_19,50,73,2024-11-03,3.52,Pass,Good
2595,Student_1595,12th,English,Teacher_20,46,93,2024-05-09,2.74,Fail,Poor
2596,Student_1596,12th,History,Teacher_4,52,93,2024-08-21,2.49,Pass,Average
2597,Student_1597,12th,History,Teacher_3,86,84,2024-10-28,3.46,Pass,Poor
2598,Student_1598,9th,Mathematics,Teacher_26,87,63,2024-11-28,2.84,Fail,Good
2599,Student_1599,12th,Science,Teacher_16,43,85,2024-11-24,3.96,Pass,Average
2600,Student_1600,9th,Biology,Teacher_12,49,75,2024-12-25,2.7,Fail,Good
2601,Student_1601,12th,Physics,Teacher_8,59,69,2024-12-09,3.84,Pass,Good
2602,Student_1602,11th,Physics,Teacher_24,48,61,2024-10-26,3.87,Fail,Excellent
2603,Student_1603,10th,Mathematics,Teacher_29,82,94,2024-01-28,2.48,Pass,Poor
2604,Student_1604,9th,Computer Science,Teacher_29,85,78,2024-11-21,3.6,Pass,Poor
2605,Student_1605,12th,Chemistry,Teacher_17,52,65,2024-12-16,2.87,Pass,Good
2606,Student_1606,11th,Science,Teacher_7,91,78,2025-01-04,3.84,Fail,Excellent
2607,Student_1607,10th,English,Teacher_11,62,67,2024-05-30,2.9,Pass,Good
2608,Student_1608,9th,Chemistry,Teacher_18,47,73,2024-01-29,3.49,Pass,Good
2609,Student_1609,10th,Chemistry,Teacher_1,62,69,2024-04-16,2.93,Pass,Good
2610,Student_1610,11th,Mathematics,Teacher_3,61,62,2024-06-02,2.46,Pass,Excellent
2611,Student_1611,9th,Mathematics,Teacher_4,90,97,2025-01-08,2.4,Pass,Average
2612,Student_1612,10th,Computer Science,Teacher_13,83,88,2024-06-21,2.85,Fail,Excellent
2613,Student_1613,12th,Physics,Teacher_6,46,74,2024-07-06,3.51,Pass,Good
2614,Student_1614,9th,Mathematics,Teacher_26,48,82,2024-07-12,3.21,Pass,Average
2615,Student_1615,10th,Mathematics,Teacher_14,99,82,2024-01-18,3.38,Pass,Good
2616,Student_1616,11th,Mathematics,Teacher_5,63,77,2024-04-16,2.56,Pass,Excellent
2617,Student_1617,11th,Computer Science,Teacher_16,54,78,2024-03-28,2.96,Pass,Excellent
2618,Student_1618,9th,Physics,Teacher_15,97,87,2024-10-30,2.09,Pass,Average
2619,Student_1619,10th,English,Teacher_15,40,85,2024-12-16,3.64,Pass,Excellent
2620,Student_1620,9th,English,Teacher_30,45,69,2024-08-07,3.98,Pass,Good
2621,Student_1621,9th,Biology,Teacher_4,90,63,2024-02-19,2.81,Pass,Average
2622,Student_1622,10th,Biology,Teacher_8,36,61,2024-03-27,2.02,Pass,Poor
2623,Student_1623,10th,Mathematics,Teacher_27,45,62,2024-12-04,2.34,Pass,Good
2624,Student_1624,12th,Biology,Teacher_16,45,66,2024-01-30,3.31,Pass,Poor
2625,Student_1625,10th,Physics,Teacher_28,69,75,2024-03-01,3.22,Pass,Average
2626,Student_1626,11th,Computer Science,Teacher_16,41,90,2024-10-12,3.58,Pass,Average
2627,Student_1627,9th,English,Teacher_30,64,69,2024-05-04,2.51,Pass,Good
2628,Student_1628,9th,Chemistry,Teacher_4,50,78,2024-07-25,3.53,Fail,Excellent
2629,Student_1629,11th,English,Teacher_13,79,87,2024-08-16,3.38,Pass,Good
2630,Student_1630,10th,English,Teacher_26,72,76,2024-09-03,2.65,Pass,Excellent
2631,Student_1631,11th,Physics,Teacher_28,46,87,2024-07-07,3.09,Pass,Excellent
2632,Student_1632,11th,Biology,Teacher_13,61,78,2024-04-04,2.29,Pass,Good
2633,Student_1633,12th,Chemistry,Teacher_2,70,96,2024-07-22,2.91,Pass,Average
2634,Student_1634,11th,Physics,Teacher_3,35,82,2024-06-22,3.76,Pass,Good
2635,Student_1635,9th,Mathematics,Teacher_22,56,79,2024-06-29,2.84,Pass,Poor
2636,Student_1636,11th,Computer Science,Teacher_8,49,72,2024-10-31,3.68,Pass,Average
2637,Student_1637,9th,History,Teacher_24,54,72,2024-11-15,3.18,Pass,Excellent
2638,Student_1638,9th,English,Teacher_15,95,70,2024-02-27,2.38,Pass,Average
2639,Student_1639,9th,History,Teacher_11,38,74,2024-02-10,3.16,Pass,Good
2640,Student_1640,10th,Computer Science,Teacher_9,82,76,2024-04-03,3.01,Pass,Average
2641,Student_1641,12th,Computer Science,Teacher_7,90,87,2024-04-04,2.8,Pass,Excellent
2642,Student_1642,9th,Physics,Teacher_13,67,78,2024-11-26,2.24,Pass,Excellent
2643,Student_1643,9th,Physics,Teacher_2,32,63,2024-02-09,2.83,Pass,Average
2644,Student_1644,10th,Physics,Teacher_8,99,81,2024-12-25,2.15,Pass,Poor
2645,Student_1645,9th,History,Teacher_7,84,81,2024-02-25,2.2,Pass,Excellent
2646,Student_1646,11th,Physics,Teacher_24,30,96,2024-06-02,2.83,Pass,Poor
2647,Student_1647,11th,Computer Science,Teacher_12,99,98,2024-08-28,2.61,Pass,Excellent
2648,Student_1648,12th,Mathematics,Teacher_19,74,93,2024-12-18,3.85,Pass,Average
2649,Student_1649,9th,Physics,Teacher_7,76,92,2024-08-19,2.75,Pass,Excellent
2650,Student_1650,10th,Science,Teacher_10,55,99,2024-09-19,3.52,Fail,Poor
2651,Student_1651,11th,Biology,Teacher_29,43,92,2024-11-20,3.06,Pass,Poor
2652,Student_1652,10th,History,Teacher_25,83,71,2024-08-28,3.41,Fail,Average
2653,Student_1653,10th,Science,Teacher_16,75,61,2024-08-14,2.52,Pass,Poor
2654,Student_1654,11th,Physics,Teacher_3,60,87,2024-06-02,3.88,Pass,Poor
2655,Student_1655,10th,Computer Science,Teacher_30,88,69,2024-05-04,3.06,Pass,Average
2656,Student_1656,11th,Mathematics,Teacher_10,58,81,2024-10-03,3.66,Pass,Excellent
2657,Student_1657,10th,English,Teacher_6,46,76,2024-03-13,2.73,Pass,Average
2658,Student_1658,11th,Chemistry,Teacher_18,43,85,2024-07-09,2.2,Pass,Excellent
2659,Student_1659,9th,Biology,Teacher_18,65,62,2024-08-22,3.35,Pass,Excellent
2660,Student_1660,12th,Chemistry,Teacher_5,87,66,2024-03-11,2.02,Pass,Excellent
2661,Student_1661,11th,Physics,Teacher_21,53,67,2024-06-08,2.95,Pass,Good
2662,Student_1662,11th,Biology,Teacher_29,92,79,2024-12-27,2.39,Fail,Excellent
2663,Student_1663,12th,Biology,Teacher_7,54,71,2024-12-27,3.25,Fail,Average
2664,Student_1664,11th,Mathematics,Teacher_28,88,94,2024-11-13,3.96,Pass,Average
2665,Student_1665,11th,Biology,Teacher_2,61,76,2024-09-20,2.93,Fail,Average
2666,Student_1666,10th,History,Teacher_11,47,87,2024-10-10,3.63,Fail,Good
2667,Student_1667,12th,Science,Teacher_30,66,69,2024-12-21,3.02,Pass,Poor
2668,Student_1668,9th,Science,Teacher_13,55,81,2024-06-20,2.99,Pass,Good
2669,Student_1669,11th,Science,Teacher_23,38,97,2024-02-07,3.86,Pass,Average
2670,Student_1670,12th,History,Teacher_5,93,92,2024-05-06,3.78,Pass,Average
2671,Student_1671,10th,Chemistry,Teacher_30,49,81,2024-08-04,3.57,Pass,Poor
2672,Student_1672,9th,Mathematics,Teacher_6,83,96,2024-11-16,2.59,Pass,Good
2673,Student_1673,12th,Biology,Teacher_24,59,72,2024-02-12,3.09,Pass,Average
2674,Student_1674,9th,History,Teacher_26,82,86,2024-01-18,2.45,Pass,Excellent
2675,Student_1675,9th,Science,Teacher_29,92,74,2024-04-28,2.89,Pass,Excellent
2676,Student_1676,9th,Physics,Teacher_14,40,81,2024-06-17,2.97,Pass,Average
2677,Student_1677,11th,English,Teacher_12,60,89,2024-05-02,3.66,Pass,Excellent
2678,Student_1678,11th,Biology,Teacher_4,78,99,2024-03-25,3.79,Fail,Poor
2679,Student_1679,10th,History,Teacher_29,48,96,2024-05-24,2.83,Pass,Average
2680,Student_1680,10th,Computer Science,Teacher_23,41,93,2024-06-11,2.04,Pass,Good
2681,Student_1681,12th,History,Teacher_6,44,93,2024-06-30,3.72,Fail,Average
2682,Student_1682,10th,Mathematics,Teacher_10,60,94,2024-03-16,2.35,Fail,Poor
2683,Student_1683,9th,Mathematics,Teacher_18,72,78,2024-01-18,3.24,Pass,Good
2684,Student_1684,9th,History,Teacher_15,66,67,2024-09-25,2.05,Pass,Poor
2685,Student_1685,11th,Science,Teacher_8,58,98,2024-08-22,2.8,Fail,Excellent
2686,Student_1686,9th,English,Teacher_26,55,92,2024-04-13,3.97,Pass,Excellent
2687,Student_1687,12th,Biology,Teacher_9,31,87,2024-03-21,2.2,Pass,Excellent
2688,Student_1688,9th,Mathematics,Teacher_5,44,96,2024-07-27,2.85,Pass,Poor
2689,Student_1689,9th,Biology,Teacher_10,33,84,2024-10-13,2.61,Pass,Poor
2690,Student_1690,12th,Science,Teacher_20,79,95,2025-01-09,3.81,Pass,Average
2691,Student_1691,10th,Biology,Teacher_6,67,76,2024-05-11,3.74,Pass,Good
2692,Student_1692,10th,Physics,Teacher_16,52,83,2024-09-27,2.48,Fail,Good
2693,Student_1693,12th,Mathematics,Teacher_24,88,80,2024-10-27,2.16,Pass,Poor
2694,Student_1694,11th,Science,Teacher_27,57,61,2024-12-22,3.25,Pass,Poor
2695,Student_1695,9th,Science,Teacher_3,95,90,2024-07-14,2.67,Pass,Excellent
2696,Student_1696,12th,English,Teacher_10,37,92,2024-02-20,3.34,Fail,Poor
2697,Student_1697,9th,English,Teacher_11,58,89,2024-08-05,2.06,Pass,Excellent
2698,Student_1698,11th,Physics,Teacher_11,40,71,2024-02-05,2.27,Pass,Poor
2699,Student_1699,9th,Science,Teacher_17,47,71,2024-08-25,3.37,Fail,Good
2700,Student_1700,12th,Chemistry,Teacher_4,84,83,2024-01-24,2.42,Pass,Average
2701,Student_1701,9th,Science,Teacher_4,79,83,2024-09-06,3.72,Pass,Poor
2702,Student_1702,10th,English,Teacher_17,43,70,2024-02-23,2.12,Fail,Excellent
2703,Student_1703,11th,Chemistry,Teacher_9,38,72,2024-06-23,2.43,Fail,Average
2704,Student_1704,11th,Mathematics,Teacher_19,40,86,2024-11-04,4.0,Pass,Excellent
2705,Student_1705,11th,Mathematics,Teacher_5,92,67,2024-08-21,2.87,Fail,Excellent
2706,Student_1706,12th,Biology,Teacher_22,96,69,2024-11-03,3.41,Pass,Average
2707,Student_1707,11th,History,Teacher_24,82,67,2024-08-09,2.37,Pass,Average
2708,Student_1708,10th,English,Teacher_6,68,79,2025-01-12,3.22,Fail,Average
2709,Student_1709,12th,History,Teacher_3,85,67,2024-12-07,3.45,Fail,Poor
2710,Student_1710,10th,Chemistry,Teacher_22,57,68,2024-08-15,2.63,Pass,Average
2711,Student_1711,9th,English,Teacher_1,68,66,2024-06-11,3.66,Pass,Poor
2712,Student_1712,9th,Physics,Teacher_20,54,73,2024-03-13,3.21,Pass,Good
2713,Student_1713,9th,Science,Teacher_22,50,87,2024-08-09,2.78,Pass,Good
2714,Student_1714,9th,Physics,Teacher_16,39,61,2024-01-25,3.12,Pass,Excellent
2715,Student_1715,10th,Chemistry,Teacher_23,72,67,2024-06-29,3.15,Pass,Excellent
2716,Student_1716,12th,English,Teacher_11,44,72,2024-04-11,2.33,Pass,Poor
2717,Student_1717,12th,Computer Science,Teacher_13,77,80,2024-11-26,2.81,Pass,Excellent
2718,Student_1718,11th,Chemistry,Teacher_27,50,87,2024-09-06,2.69,Pass,Good
2719,Student_1719,10th,Computer Science,Teacher_10,89,94,2025-01-02,2.8,Pass,Poor
2720,Student_1720,9th,Science,Teacher_3,79,82,2024-07-18,3.52,Pass,Poor
2721,Student_1721,10th,Mathematics,Teacher_9,52,74,2024-02-29,2.97,Pass,Average
2722,Student_1722,11th,Mathematics,Teacher_28,42,61,2024-08-25,3.88,Fail,Poor
2723,Student_1723,11th,Chemistry,Teacher_12,98,71,2024-03-09,2.59,Pass,Excellent
2724,Student_1724,10th,History,Teacher_23,33,95,2024-05-18,2.83,Pass,Good
2725,Student_1725,10th,English,Teacher_14,38,62,2024-08-25,3.57,Pass,Excellent
2726,Student_1726,10th,English,Teacher_1,64,64,2024-11-11,3.09,Pass,Good
2727,Student_1727,12th,Mathematics,Teacher_18,50,62,2024-08-07,3.09,Pass,Average
2728,Student_1728,9th,Biology,Teacher_17,87,78,2024-10-09,2.11,Pass,Good
2729,Student_1729,10th,Physics,Teacher_27,47,61,2024-02-24,2.8,Pass,Average
2730,Student_1730,10th,Biology,Teacher_9,72,96,2024-08-04,2.54,Pass,Excellent
2731,Student_1731,10th,Science,Teacher_9,35,76,2024-06-21,4.0,Pass,Average
2732,Student_1732,11th,Physics,Teacher_23,96,73,2024-07-06,2.62,Pass,Poor
2733,Student_1733,11th,Physics,Teacher_10,41,87,2024-05-07,3.77,Fail,Poor
2734,Student_1734,12th,Chemistry,Teacher_19,41,86,2024-07-03,3.35,Pass,Good
2735,Student_1735,9th,Mathematics,Teacher_29,95,69,2024-04-10,2.68,Pass,Excellent
2736,Student_1736,12th,Biology,Teacher_15,31,62,2024-02-23,3.09,Pass,Excellent
2737,Student_1737,9th,Biology,Teacher_5,44,95,2024-10-02,3.68,Pass,Good
